record_id,datetime,date,time,month,day_of_week,hour,is_weekend,is_rush_hour,festival_season,origin_city,destination_city,origin_region,mode,operator,season,rainfall_mm,temperature_c,humidity_pct,distance_km,passenger_count,incident_type,congestion_level,travel_time_min,delay_min,is_anomaly,origin_lat,origin_lon,dest_lat,dest_lon
3250,2024-04-12 16:00:00,2024-04-12,16:00:00,4,4,16,0,0,Sinhala & Tamil New Year,Anuradhapura,Jaffna,NorthCentral,Motorcycle,Private,Inter-monsoon,12.54,31.7,85.6,155.8,1.0,NoIncident,51.0,313.8,115.3,1,8.3114,80.4037,9.6615,80.0255
3128,2024-10-18 04:00:00,2024-10-18,04:00:00,10,4,4,0,0,NoFestival,Trincomalee,Galle,East,Private vehicle,Private,Northeast monsoon,32.86,30.2,77.5,304.7,1.0,NoIncident,37.0,580.1,191.7,1,8.5874,81.2152,6.032,80.2168
2489,2024-12-18 16:00:00,2024-12-18,16:00:00,12,2,16,0,0,NoFestival,Batticaloa,Trincomalee,East,Bus,Private,Northeast monsoon,7.09,27.7,64.1,110.5,53.0,NoIncident,18.0,188.8,34.1,0,7.717,81.7,8.5874,81.2152
941,2024-10-16 22:00:00,2024-10-16,22:00:00,10,2,22,0,0,NoFestival,Colombo,Trincomalee,Southwest,Bus,Private,Northeast monsoon,0.0,31.2,79.4,237.4,46.0,NoIncident,61.0,600.0,58.9,0,6.9271,79.8612,8.5874,81.2152
1081,2025-09-13 11:00:00,2025-09-13,11:00:00,9,5,11,1,0,NoFestival,Colombo,Anuradhapura,Southwest,Train,Sri Lanka Railways,Southwest monsoon,0.0,31.0,63.3,165.1,208.0,NoIncident,51.0,246.9,76.1,1,6.9271,79.8612,8.3114,80.4037
188,2025-01-19 15:00:00,2025-01-19,15:00:00,1,6,15,1,0,NoFestival,Batticaloa,Negombo,East,Bus,Private,Northeast monsoon,21.35,27.3,72.7,213.2,33.0,NoIncident,29.0,486.1,129.1,1,7.717,81.7,7.2083,79.8358
2635,2024-01-18 19:00:00,2024-01-18,19:00:00,1,3,19,0,1,NoFestival,Kandy ,Negombo,Central,Tuk-tuk,Private,Northeast monsoon,0.0,25.4,64.3,88.5,3.0,NoIncident,53.0,330.0,116.2,1,7.2906,80.6337,7.2083,79.8358
2086,2025-07-04 09:00:00,2025-07-04,09:00:00,7,4,9,0,1,NoFestival,Galle,Batticaloa,Southwest,Train,Sri Lanka Railways,Southwest monsoon,4.38,28.6,71.6,248.8,129.0,NoIncident,76.0,373.2,187.7,1,6.032,80.2168,7.717,81.7
2250,2024-04-11 19:00:00,2024-04-11,19:00:00,4,3,19,0,1,Sinhala & Tamil New Year,Trincomalee,Anuradhapura,East,Bus,Private,Inter-monsoon,0.0,30.7,79.6,94.4,34.0,NoIncident,58.0,278.3,100.4,1,8.5874,81.2152,8.3114,80.4037
4891,2025-11-29 11:00:00,2025-11-29,11:00:00,11,5,11,1,0,NoFestival,Trincomalee,Kandy,East,Private vehicle,Private,Northeast monsoon,29.11,30.3,73.8,157.8,2.0,NoIncident,32.0,251.1,77.7,1,8.5874,81.2152,7.2906,80.6337
2024,2024-03-14 23:00:00,2024-03-14,23:00:00,3,3,23,0,0,NoFestival,Anuradhapura,Negombo,NorthCentral,Bus,Private,Inter-monsoon,0.0,31.3,63.0,137.7,49.0,NoIncident,38.0,369.2,88.7,1,8.3114,80.4037,7.2083,79.8358
3540,2025-11-28 19:00:00,2025-11-28,19:00:00,11,4,19,0,1,NoFestival,Jaffna,Kurunegala,North,Bus,Private,Northeast monsoon,14.61,27.9,79.0,244.7,45.0,NoIncident,49.0,599.1,216.6,1,9.6615,80.0255,7.4863,80.3623
4049,2025-01-12 13:00:00,2025-01-12,13:00:00,1,6,13,1,0,NoFestival,Anuradhapura,Ratnapura,NorthCentral,Bus,Private,Northeast monsoon,32.91,28.9,81.9,178.6,39.0,NoIncident,54.0,600.0,258.0,1,8.3114,80.4037,6.7056,80.3847
3607,2025-02-24 00:00:00,2025-02-24,00:00:00,2,0,0,0,0,NoFestival,Trincomalee,Negombo,East,Private vehicle,Private,Inter-monsoon,11.74,28.6,71.6,215.9,1.0,NoIncident,44.0,558.5,176.9,1,8.5874,81.2152,7.2083,79.8358
227,2024-11-14 06:00:00,2024-11-14,06:00:00,11,3,6,0,0,NoFestival,Colombo,Ratnapura,Southwest,Train,Sri Lanka Railways,Northeast monsoon,8.04,28.4,73.7,62.8,137.0,NoIncident,63.0,107.9,43.2,0,6.9271,79.8612,6.7056,80.3847
4848,2024-11-27 19:00:00,2024-11-27,19:00:00,11,2,19,0,1,NoFestival,Kurunegala,Anuradhapura,Northwest,Bus,SLTB,Northeast monsoon,0.0,30.9,75.8,91.9,46.0,NoIncident,61.0,225.6,89.2,1,7.4863,80.3623,8.3114,80.4037
1930,2025-03-17 22:00:00,2025-03-17,22:00:00,3,0,22,0,0,NoFestival,Batticaloa,Colombo,East,Bus,Private,Inter-monsoon,6.45,30.4,71.8,221.0,48.0,NoIncident,38.0,440.6,120.5,1,7.717,81.7,6.9271,79.8612
3056,2024-05-13 12:00:00,2024-05-13,12:00:00,5,0,12,0,0,Vesak season,Trincomalee,Negombo,East,Train,Sri Lanka Railways,Southwest monsoon,3.05,28.2,75.1,215.9,43.0,NoIncident,40.0,301.1,78.1,1,8.5874,81.2152,7.2083,79.8358
4490,2024-07-16 13:00:00,2024-07-16,13:00:00,7,1,13,0,0,NoFestival,Anuradhapura,Kandy,NorthCentral,Bus,Private,Southwest monsoon,7.01,29.9,71.9,116.3,42.0,NoIncident,42.0,410.7,122.7,1,8.3114,80.4037,7.2906,80.6337
1405,2025-02-19 11:00:00,2025-02-19,11:00:00,2,2,11,0,0,NoFestival,Ratnapura,Negombo,Southwest,Private vehicle,Private,Inter-monsoon,30.58,28.6,78.2,82.4,3.0,NoIncident,52.0,176.2,,1,6.7056,80.3847,7.2083,79.8358
2180,2024-04-06 09:00:00,2024-04-06,09:00:00,4,5,9,1,1,NoFestival,Batticaloa,Anuradhapura,East,Bus,SLTB,Inter-monsoon,1.07,29.8,72.5,157.3,43.0,NoIncident,35.0,351.2,80.5,1,7.717,81.7,8.3114,80.4037
698,2025-11-10 08:00:00,2025-11-10,08:00:00,11,0,8,0,1,NoFestival,Ratnapura,Anuradhapura,Southwest,Motorcycle,Private,Northeast monsoon,0.0,30.9,67.8,178.6,2.0,NoIncident,58.0,331.7,127.7,1,6.7056,80.3847,8.3114,80.4037
1125,2025-11-19 05:00:00,2025-11-19,05:00:00,11,2,5,0,0,NoFestival,Batticaloa,Kandy,East,Bus,Private,Northeast monsoon,0.0,31.1,72.3,126.8,,NoIncident,19.0,288.9,35.1,0,7.717,81.7,7.2906,80.6337
3362,2025-04-23 03:00:00,2025-04-23,03:00:00,4,2,3,0,0,NoFestival,Negombo,Batticaloa,Southwest,Motorcycle,Private,Inter-monsoon,6.65,26.9,81.8,213.2,1.0,NoIncident,48.0,319.6,104.7,1,7.2083,79.8358,7.717,81.7
4136,2024-07-09 03:00:00,2024-07-09,03:00:00,7,1,3,0,0,NoFestival,Trincomalee,Ratnapura,East,Bus,Private,Southwest monsoon,0.0,31.1,68.5,228.4,29.0,NoIncident,40.0,409.2,103.7,1,8.5874,81.2152,6.7056,80.3847
1779,2024-08-16 01:00:00,2024-08-16,01:00:00,8,4,1,0,0,NoFestival,Colombo,Kandy,Southwest,Bus,Private,Southwest monsoon,21.18,30.3,81.5,94.3,39.0,NoIncident,83.0,380.8,219.1,1,6.9271,79.8612,7.2906,80.6337
2859,2025-04-22 20:00:00,2025-04-22,20:00:00,4,1,20,0,0,NoFestival,Anuradhapura,Jaffna,NorthCentral,Motorcycle,Private,Inter-monsoon,0.0,31.6,69.5,155.8,1.0,NoIncident,32.0,256.8,50.9,0,8.3114,80.4037,9.6615,80.0255
1038,2025-01-21 13:00:00,2025-01-21,13:00:00,1,1,13,0,0,NoFestival,Negombo,Trincomalee,Southwest,Motorcycle,Private,Northeast monsoon,12.53,26.4,75.8,215.9,1.0,NoIncident,36.0,346.6,95.7,1,7.2083,79.8358,8.5874,81.2152
4457,2024-05-31 19:00:00,2024-05-31,19:00:00,5,4,19,0,1,NoFestival,Kurunegala,Negombo,Northwest,Tuk-tuk,Private,Southwest monsoon,0.0,31.1,79.2,65.8,1.0,NoIncident,59.0,225.0,85.0,1,7.4863,80.3623,7.2083,79.8358
2257,2024-08-04 17:00:00,2024-08-04,17:00:00,8,6,17,1,1,NoFestival,Kurunegala,Anuradhapura,Northwest,Bus,SLTB,Southwest monsoon,0.0,30.3,72.8,91.9,33.0,NoIncident,47.0,180.5,53.1,0,7.4863,80.3623,8.3114,80.4037
314,2024-09-14 07:00:00,2024-09-14,07:00:00,9,5,7,1,1,NoFestival,Trincomalee,Kurunegala,East,Tuk-tuk,Private,Southwest monsoon,,29.7,74.1,154.3,2.0,NoIncident,42.0,403.3,122.2,1,8.5874,81.2152,7.4863,80.3623
2282,2024-03-23 10:00:00,2024-03-23,10:00:00,3,5,10,1,0,NoFestival,Trincomalee,Galle,East,Motorcycle,Private,Inter-monsoon,0.0,30.2,74.7,304.7,1.0,Roadwork,55.0,600.0,163.9,1,8.5874,81.2152,6.032,80.2168
1417,2025-02-06 11:00:00,2025-02-06,11:00:00,2,3,11,0,0,NoFestival,Negombo,Batticaloa,Southwest,Private vehicle,Private,Inter-monsoon,3.41,31.0,82.6,213.2,2.0,NoIncident,41.0,582.0,157.9,1,7.2083,79.8358,7.717,81.7
1037,2025-10-03 13:00:00,2025-10-03,13:00:00,10,4,13,0,0,NoFestival,Kandy,Negombo,Central,Train,Sri Lanka Railways,Northeast monsoon,3.36,25.6,69.7,88.5,287.0,NoIncident,39.0,101.6,26.3,0,7.2906,80.6337,7.2083,79.8358
2160,2025-06-21 21:00:00,2025-06-21,21:00:00,6,5,21,1,0,NoFestival,Galle,Ratnapura,Southwest,Tuk-tuk,Private,Southwest monsoon,9.76,30.1,76.6,77.2,2.0,NoIncident,49.0,230.9,77.3,1,6.032,80.2168,6.7056,80.3847
4164,2025-02-17 22:00:00,2025-02-17,22:00:00,2,0,22,0,0,NoFestival,Batticaloa,Trincomalee,East,Private vehicle,Private,Inter-monsoon,0.0,30.0,69.8,110.5,1.0,NoIncident,36.0,214.7,51.0,0,7.717,81.7,8.5874,81.2152
1755,2025-06-18 07:00:00,2025-06-18,07:00:00,6,2,7,0,1,NoFestival,Kandy,Ratnapura,Central,Bus,SLTB,Southwest monsoon,0.0,25.8,77.9,70.6,27.0,NoIncident,66.0,304.9,135.0,1,7.2906,80.6337,6.7056,80.3847
3113,2024-05-25 05:00:00,2024-05-25,05:00:00,5,5,5,1,0,NoFestival,Negombo,Trincomalee,Southwest,Train,Sri Lanka Railways,Southwest monsoon,28.45,30.8,87.6,215.9,300.0,NoIncident,47.0,299.7,111.6,1,7.2083,79.8358,8.5874,81.2152
2814,2024-03-20 14:00:00,2024-03-20,14:00:00,3,2,14,0,0,NoFestival,Colombo,Kurunegala,Southwest,Bus,SLTB,Inter-monsoon,3.55,30.8,75.5,83.2,24.0,NoIncident,82.0,339.9,179.1,1,6.9271,79.8612,7.4863,80.3623
2699,2024-11-18 00:00:00,2024-11-18,00:00:00,11,0,0,0,0,NoFestival,Batticaloa,Negombo,East,Motorcycle,Private,Northeast monsoon,16.81,30.8,79.3,213.2,1.0,NoIncident,42.0,490.3,150.7,1,7.717,81.7,7.2083,79.8358
3208,2024-04-14 17:00:00,2024-04-14,17:00:00,4,6,17,1,1,Sinhala & Tamil New Year,Colombo,Negombo,Southwest,Bus,SLTB,Inter-monsoon,11.28,28.6,75.5,31.4,37.0,NoIncident,98.0,208.6,136.6,1,6.9271,79.8612,7.2083,79.8358
4351,2024-05-12 18:00:00,2024-05-12,18:00:00,5,6,18,1,1,Vesak season,Ratnapura,Galle,Southwest,Motorcycle,Private,Southwest monsoon,19.85,30.5,77.6,77.2,1.0,NoIncident,58.0,189.7,78.4,1,6.7056,80.3847,6.032,80.2168
3432,2025-06-19 05:00:00,2025-06-19,05:00:00,6,3,5,0,0,NoFestival,Jaffna,Kurunegala,North,Train,Sri Lanka Railways,Southwest monsoon,,30.1,69.0,244.7,220.0,NoIncident,46.0,349.9,102.4,1,9.6615,80.0255,7.4863,80.3623
1507,2025-07-07 08:00:00,2025-07-07,08:00:00,7,0,8,0,1,NoFestival,Anuradhapura,Galle,NorthCentral,Train,Sri Lanka Railways,Southwest monsoon,11.31,29.6,77.0,254.3,236.0,NoIncident,80.0,600.0,304.3,1,8.3114,80.4037,6.032,80.2168
1924,2025-06-06 05:00:00,2025-06-06,05:00:00,6,4,5,0,0,NoFestival,Jaffna,Kurunegala,North,Train,Sri Lanka Railways,Southwest monsoon,1.2,29.2,69.6,244.7,252.0,NoIncident,25.0,283.3,49.6,0,9.6615,80.0255,7.4863,80.3623
449,2024-11-27 08:00:00,2024-11-27,08:00:00,11,2,8,0,1,NoFestival,Anuradhapura,Ratnapura,NorthCentral,Tuk-tuk,Private,Northeast monsoon,0.0,29.3,59.9,178.6,1.0,NoIncident,48.0,391.0,118.8,1,8.3114,80.4037,6.7056,80.3847
4129,2025-10-21 14:00:00,2025-10-21,14:00:00,10,1,14,0,0,NoFestival,Colombo,Kandy,Southwest,Motorcycle,Private,Northeast monsoon,4.7,30.1,64.8,94.3,1.0,NoIncident,72.0,329.4,155.1,1,6.9271,79.8612,7.2906,80.6337
2529,2024-02-15 16:00:00,2024-02-15,16:00:00,2,3,16,0,0,NoFestival,Ratnapura,Kurunegala,Southwest,Train,Sri Lanka Railways,Inter-monsoon,0.0,28.3,71.2,86.8,175.0,NoIncident,28.0,124.7,24.4,0,6.7056,80.3847,7.4863,80.3623
4970,2024-09-28 08:00:00,2024-09-28,08:00:00,9,5,8,1,1,NoFestival,Colombo,Batticaloa,Southwest,Private vehicle,Private,Southwest monsoon,0.0,30.4,64.4,221.0,2.0,NoIncident,65.0,384.7,161.5,1,6.9271,79.8612,7.717,81.7
2790,2024-07-14 01:00:00,2024-07-14,01:00:00,7,6,1,1,0,NoFestival,Colombo,Trincomalee,Southwest,Bus,SLTB,Southwest monsoon,16.38,31.8,69.1,237.4,39.0,NoIncident,54.0,600.0,-5.0,0,6.9271,79.8612,8.5874,81.2152
362,2025-06-08 00:00:00,2025-06-08,00:00:00,6,6,0,1,0,NoFestival,Kandy,Kurunegala,Central,Private vehicle,Private,Southwest monsoon,0.0,26.9,63.0,37.0,2.0,NoIncident,49.0,74.8,24.8,0,7.2906,80.6337,7.4863,80.3623
2184,2025-07-30 16:00:00,2025-07-30,16:00:00,7,2,16,0,0,NoFestival,Colombo,Negombo,Southwest,Bus,SLTB,Southwest monsoon,9.62,27.3,74.4,31.4,29.0,NoIncident,73.0,103.3,53.8,0,6.9271,79.8612,7.2083,79.8358
1135,2025-05-16 20:00:00,2025-05-16,20:00:00,5,4,20,0,0,Vesak season,Negombo,Kurunegala,Southwest,Bus,SLTB,Southwest monsoon,15.2,31.2,82.6,65.8,34.0,NoIncident,72.0,306.3,153.0,1,7.2083,79.8358,7.4863,80.3623
3881,2025-01-06 17:00:00,2025-01-06,17:00:00,1,0,17,0,1,NoFestival,Colombo,Anuradhapura,Southwest,Motorcycle,Private,Northeast monsoon,0.0,26.1,69.9,165.1,1.0,NoIncident,69.0,340.2,154.7,1,6.9271,79.8612,8.3114,80.4037
2156,2024-09-13 18:00:00,2024-09-13,18:00:00,9,4,18,0,1,NoFestival,Jaffna,Anuradhapura,North,Bus,Private,Southwest monsoon,3.19,28.1,70.9,155.8,32.0,NoIncident,56.0,483.8,182.2,1,9.6615,80.0255,8.3114,80.4037
1831,2025-11-07 09:00:00,2025-11-07,09:00:00,11,4,9,0,1,NoFestival,Batticaloa,Trincomalee,East,Private vehicle,Private,Northeast monsoon,1.09,28.7,71.7,110.5,1.0,NoIncident,48.0,273.7,80.9,1,7.717,81.7,8.5874,81.2152
1054,2025-12-13 02:00:00,2025-12-13,02:00:00,12,5,2,1,0,NoFestival,Batticaloa,Negombo,East,Motorcycle,Private,Northeast monsoon,16.47,29.4,81.7,213.2,1.0,NoIncident,23.0,284.5,51.3,0,7.717,81.7,7.2083,79.8358
23,2025-01-11 20:00:00,2025-01-11,20:00:00,1,5,20,1,0,NoFestival,Trincomalee,Batticaloa,East,Bus,Private,Northeast monsoon,9.66,29.3,73.2,110.5,49.0,NoIncident,30.0,280.8,65.3,1,8.5874,81.2152,7.717,81.7
2067,2025-04-25 09:00:00,2025-04-25,09:00:00,4,4,9,0,1,NoFestival,Trincomalee,Kurunegala,East,Private vehicle,Private,Inter-monsoon,4.4,30.6,66.7,154.3,1.0,NoIncident,36.0,269.0,69.2,1,8.5874,81.2152,7.4863,80.3623
1654,2025-10-11 20:00:00,2025-10-11,20:00:00,10,5,20,1,0,NoFestival,Kandy,Kurunegala,Central,Motorcycle,Private,Northeast monsoon,3.98,25.7,82.0,37.0,1.0,Accident,52.0,138.3,73.0,1,7.2906,80.6337,7.4863,80.3623
2588,2024-01-11 18:00:00,2024-01-11,18:00:00,1,3,18,0,1,NoFestival,Ratnapura,Kurunegala,Southwest,Train,Sri Lanka Railways,Northeast monsoon,12.12,29.9,75.4,86.8,217.0,NoIncident,73.0,186.7,96.2,1,6.7056,80.3847,7.4863,80.3623
3211,2025-03-04 23:00:00,2025-03-04,23:00:00,3,1,23,0,0,NoFestival,Jaffna,Trincomalee,North,Motorcycle,Private,Inter-monsoon,0.0,31.1,74.7,177.0,,NoIncident,22.0,205.6,32.7,0,9.6615,80.0255,8.5874,81.2152
4303,2025-12-28 22:00:00,2025-12-28,22:00:00,12,6,22,1,0,Christmas/New Year,Colombo,Anuradhapura,Southwest,Train,Sri Lanka Railways,Northeast monsoon,0.0,29.2,82.7,165.1,236.0,NoIncident,68.0,256.0,110.7,1,6.9271,79.8612,8.3114,80.4037
4037,2025-11-19 17:00:00,2025-11-19,17:00:00,11,2,17,0,1,NoFestival,Negombo,Jaffna,Southwest,Motorcycle,Private,Northeast monsoon,8.77,29.7,72.7,273.6,1.0,NoIncident,68.0,600.0,259.8,1,7.2083,79.8358,9.6615,80.0255
2326,2024-05-20 14:00:00,2024-05-20,14:00:00,5,0,14,0,0,Vesak season,Colombo,Jaffna,Southwest,Tuk-tuk,Private,Southwest monsoon,11.17,30.6,,304.6,3.0,NoIncident,72.0,600.0,69.7,1,6.9271,79.8612,9.6615,80.0255
461,2024-09-20 00:00:00,2024-09-20,00:00:00,9,4,0,0,0,NoFestival,Trincomalee,Batticaloa,East,Bus,SLTB,Southwest monsoon,0.0,30.6,66.8,110.5,30.0,NoIncident,18.0,175.6,19.6,0,8.5874,81.2152,7.717,81.7
1068,2025-01-05 20:00:00,2025-01-05,20:00:00,1,6,20,1,0,NoFestival,Jaffna,Ratnapura,North,Bus,Private,Northeast monsoon,0.0,30.4,63.6,331.0,28.0,NoIncident,14.0,511.2,43.7,0,9.6615,80.0255,6.7056,80.3847
88,2025-08-23 23:00:00,2025-08-23,23:00:00,8,5,23,1,0,NoFestival,Batticaloa,Kurunegala,East,Bus,Private,Southwest monsoon,0.0,30.0,60.6,149.7,31.0,NoIncident,19.0,382.7,46.9,0,7.717,81.7,7.4863,80.3623
1431,2024-04-20 16:00:00,2024-04-20,16:00:00,4,5,16,1,0,Sinhala & Tamil New Year,Galle,Negombo,Southwest,Motorcycle,Private,Inter-monsoon,6.48,33.1,64.1,137.4,1.0,NoIncident,44.0,422.8,129.0,1,6.032,80.2168,7.2083,79.8358
2648,2024-05-27 13:00:00,2024-05-27,13:00:00,5,0,13,0,0,NoFestival,Kandy,Jaffna,Central,Train,Sri Lanka Railways,Southwest monsoon,,26.5,73.6,272.0,263.0,NoIncident,57.0,461.1,175.8,1,7.2906,80.6337,9.6615,80.0255
283,2025-08-21 12:00:00,2025-08-21,12:00:00,8,3,12,0,0,NoFestival,Colombo,Jaffna,Southwest,Train,Sri Lanka Railways,Southwest monsoon,3.23,30.0,72.5,304.6,180.0,NoIncident,54.0,478.3,170.4,1,6.9271,79.8612,9.6615,80.0255
463,2024-10-26 11:00:00,2024-10-26,11:00:00,10,5,11,1,0,NoFestival,Trincomalee,Anuradhapura,East,Bus,Private,Northeast monsoon,12.44,29.5,71.9,94.4,33.0,NoIncident,18.0,166.2,21.9,0,8.5874,81.2152,8.3114,80.4037
213,2024-07-28 02:00:00,2024-07-28,02:00:00,7,6,2,1,0,NoFestival,Galle,Jaffna,Southwest,Motorcycle,Private,Southwest monsoon,23.73,29.1,65.9,404.1,1.0,NoIncident,57.0,600.0,91.9,1,6.032,80.2168,9.6615,80.0255
2500,2024-06-09 01:00:00,2024-06-09,01:00:00,6,6,1,1,0,NoFestival,Colombo,Ratnapura,Southwest,Private vehicle,Private,Southwest monsoon,51.72,28.9,80.2,62.8,2.0,NoIncident,64.0,146.5,78.9,1,6.9271,79.8612,6.7056,80.3847
1369,2025-06-26 11:00:00,2025-06-26,11:00:00,6,3,11,0,0,NoFestival,Kurunegala,Galle,Northwest,Bus,Private,Southwest monsoon,9.67,29.0,63.4,162.5,39.0,NoIncident,23.0,420.4,79.2,1,7.4863,80.3623,6.032,80.2168
235,2024-12-30 22:00:00,2024-12-30,22:00:00,12,0,22,0,0,Christmas/New Year,Colombo,Galle,Southwest,Private vehicle,Private,Northeast monsoon,2.8,28.4,64.4,107.0,1.0,NoIncident,78.0,179.2,90.8,1,6.9271,79.8612,6.032,80.2168
2771,2024-08-17 17:00:00,2024-08-17,17:00:00,8,5,17,1,1,NoFestival,Negombo,Kurunegala,Southwest,Tuk-tuk,Private,Southwest monsoon,14.62,29.5,76.3,65.8,2.0,NoIncident,47.0,171.0,61.6,1,7.2083,79.8358,7.4863,80.3623
598,2024-09-27 09:00:00,2024-09-27,09:00:00,9,4,9,0,1,NoFestival,Colombo,Ratnapura,Southwest,Bus,Private,Southwest monsoon,,27.9,74.7,62.8,43.0,NoIncident,83.0,281.4,153.4,1,6.9271,79.8612,6.7056,80.3847
4421,2024-03-21 00:00:00,2024-03-21,00:00:00,3,3,0,0,0,NoFestival,Trincomalee,Batticaloa,East,Bus,Private,Inter-monsoon,0.0,31.1,70.9,110.5,33.0,NoIncident,34.0,344.1,74.8,1,8.5874,81.2152,7.717,81.7
2251,2025-08-02 22:00:00,2025-08-02,22:00:00,8,5,22,1,0,NoFestival,Batticaloa,Jaffna,East,Motorcycle,Private,Southwest monsoon,,31.0,81.4,283.9,1.0,NoIncident,23.0,315.0,50.0,0,7.717,81.7,9.6615,80.0255
4032,2024-02-08 17:00:00,2024-02-08,17:00:00,2,3,17,0,1,NoFestival,Colombo,Jaffna,Southwest,Bus,SLTB,Inter-monsoon,13.34,28.9,71.2,304.6,34.0,NoIncident,91.0,600.0,58.8,1,6.9271,79.8612,9.6615,80.0255
2284,2024-11-17 23:00:00,2024-11-17,23:00:00,11,6,23,1,0,NoFestival,Colombo,Galle,Southwest,Train,Sri Lanka Railways,Northeast monsoon,0.0,29.1,66.9,107.0,185.0,NoIncident,58.0,209.1,77.1,1,6.9271,79.8612,6.032,80.2168
663,2025-06-10 11:00:00,2025-06-10,11:00:00,6,1,11,0,0,NoFestival,Batticaloa,Galle,East,Bus,SLTB,Southwest monsoon,0.0,28.5,74.0,248.8,39.0,NoIncident,28.0,574.6,99.4,1,7.717,81.7,6.032,80.2168
4964,2025-02-28 09:00:00,2025-02-28,09:00:00,2,4,9,0,1,NoFestival,Colombo,Ratnapura,Southwest,Tuk-tuk,Private,Inter-monsoon,10.89,28.3,72.2,62.8,1.0,NoIncident,95.0,368.0,237.3,1,6.9271,79.8612,6.7056,80.3847
2286,2025-11-05 11:00:00,2025-11-05,11:00:00,11,2,11,0,0,NoFestival,Trincomalee,Anuradhapura,East,Train,Sri Lanka Railways,Northeast monsoon,0.0,32.4,60.1,94.4,241.0,NoIncident,38.0,95.9,28.4,0,8.5874,81.2152,8.3114,80.4037
4717,2024-03-02 20:00:00,2024-03-02,20:00:00,3,5,20,1,0,NoFestival,Batticaloa,Negombo,East,Train,Sri Lanka Railways,Inter-monsoon,,30.4,77.9,213.2,278.0,NoIncident,25.0,212.6,41.4,0,7.717,81.7,7.2083,79.8358
3194,2025-03-24 17:00:00,2025-03-24,17:00:00,3,0,17,0,1,NoFestival,Batticaloa,Anuradhapura,East,Motorcycle,Private,Inter-monsoon,16.28,29.9,86.4,157.3,1.0,NoIncident,44.0,318.8,104.0,1,7.717,81.7,8.3114,80.4037
2504,2025-09-16 18:00:00,2025-09-16,18:00:00,9,1,18,0,1,NoFestival,Colombo,Jaffna,Southwest,Bus,Private,Southwest monsoon,9.01,27.7,63.0,304.6,52.0,NoIncident,82.0,600.0,176.9,1,6.9271,79.8612,9.6615,80.0255
4044,2024-11-29 19:00:00,2024-11-29,19:00:00,11,4,19,0,1,NoFestival,Galle,Batticaloa,Southwest,Private vehicle,Private,Northeast monsoon,,28.7,,248.8,,NoIncident,68.0,600.0,272.3,1,6.032,80.2168,7.717,81.7
780,2025-07-19 21:00:00,2025-07-19,21:00:00,7,5,21,1,0,NoFestival,Negombo,Batticaloa,Southwest,Bus,SLTB,Southwest monsoon,21.5,30.7,74.7,213.2,51.0,NoIncident,61.0,554.4,246.8,1,7.2083,79.8358,7.717,81.7
4020,2024-08-24 16:00:00,2024-08-24,16:00:00,8,5,16,1,0,NoFestival,Colombo,Trincomalee,Southwest,Train,Sri Lanka Railways,Southwest monsoon,0.0,28.6,78.6,237.4,213.0,Accident,63.0,522.4,289.8,1,6.9271,79.8612,8.5874,81.2152
3427,2024-01-03 07:00:00,2024-01-03,07:00:00,1,2,7,0,1,NoFestival,Ratnapura,Anuradhapura,Southwest,Private vehicle,Private,Northeast monsoon,0.0,28.9,74.7,178.6,1.0,NoIncident,60.0,397.0,161.4,1,6.7056,80.3847,8.3114,80.4037
4307,2025-12-12 15:00:00,2025-12-12,15:00:00,12,4,15,0,0,NoFestival,Colombo,Batticaloa,Southwest,Bus,SLTB,Northeast monsoon,,29.6,72.1,221.0,48.0,NoIncident,64.0,600.0,201.0,1,6.9271,79.8612,7.717,81.7
3197,2024-12-06 09:00:00,2024-12-06,09:00:00,12,4,9,0,1,NoFestival,Kandy,Trincomalee,Central,Bus,Private,Northeast monsoon,0.0,26.9,69.5,157.8,36.0,NoIncident,68.0,600.0,238.7,1,7.2906,80.6337,8.5874,81.2152
4836,2024-10-25 09:00:00,2024-10-25,09:00:00,10,4,9,0,1,NoFestival,Batticaloa,Colombo,East,Bus,Private,Northeast monsoon,8.22,28.7,74.2,221.0,65.0,NoIncident,49.0,600.0,258.6,1,7.717,81.7,6.9271,79.8612
686,2024-08-12 21:00:00,2024-08-12,21:00:00,8,0,21,0,0,NoFestival,Colombo,Anuradhapura,Southwest,Bus,SLTB,Southwest monsoon,0.0,32.0,77.7,165.1,25.0,NoIncident,61.0,449.1,179.2,1,6.9271,79.8612,8.3114,80.4037
3170,2024-09-25 12:00:00,2024-09-25,12:00:00,9,2,12,0,0,NoFestival,Batticaloa,Negombo,East,Private vehicle,Private,Southwest monsoon,6.33,32.0,81.7,213.2,1.0,NoIncident,23.0,304.4,48.6,0,7.717,81.7,7.2083,79.8358
3927,2025-12-07 18:00:00,2025-12-07,18:00:00,12,6,18,1,1,NoFestival,Ratnapura,Kurunegala,Southwest,Tuk-tuk,Private,Northeast monsoon,1.73,28.7,64.4,86.8,2.0,NoIncident,46.0,246.3,73.6,1,6.7056,80.3847,7.4863,80.3623
3435,2025-09-29 05:00:00,2025-09-29,05:00:00,9,0,5,0,0,NoFestival,Anuradhapura,Kandy,NorthCentral,Private vehicle,Private,Southwest monsoon,0.0,28.6,78.2,116.3,1.0,NoIncident,25.0,207.8,41.5,0,8.3114,80.4037,7.2906,80.6337
